gene	p.alert	p.control	p.orient
PITHD1	0.016744	0.56161	0.003264
PITPNA	0.001069	0.073911	0.009411
PITPNB	0.867129	0.825495	0.187154
PITPNC1	0.041275	0.665282	0.001359
PITPNM1	0.238166	0.242259	0.16419
PITPNM2	0.005841	0.039547	0.000247
PITRM1	0.027944	0.109723	0.032218
PITX3	0.819953	0.513498	0.401057
PIWIL4	0.033076	0.294932	0.039232
PJA1	0.079317	0.181962	0.004814
PJA2	0.367086	0.16985	0.200791
PJVK	7.9e-05	0.029266	2.9e-05
PKD1	0.009327	0.101725	0.000176
PKD1P6.NPIPP1	0.048697	0.081948	0.000104
PKD2	0.024821	0.114678	0.00401
PKD2L1	0.108675	0.422176	0.264274
PKD2L2	0.105357	0.798386	0.001009
PKDCC	0.022203	0.124773	0.004408
PKIA	3.1e-05	9.4e-05	1.8e-05
PKIB	0.000131	0.002327	3.1e-05
PKIG	0.025693	0.110007	0.010907
PKM	0.262986	0.600373	0.616944
PKMYT1	0.967049	0.91204	0.855922
PKN1	0.280627	0.077619	0.741091
PKN2	0.980636	0.716259	0.196022
PKNOX1	0.011955	0.022865	0.071164
PKNOX2	0.002462	0.096842	5.6e-05
PKP1	0.919659	0.684699	0.97069
PKP2	0.88749	0.886463	0.342917
PKP3	0.175993	0.048404	0.001436
PKP4	0.923941	0.771877	0.647478
PLA1A	0.338622	0.044932	0.140745
PLA2G12A	0.585288	0.942846	0.094149
PLA2G12B	0.708121	0.405203	0.945578
PLA2G15	0.121421	0.134477	0.050672
PLA2G16	0.992431	0.542031	0.283452
PLA2G2D	0.345358	0.971507	0.591413
PLA2G4A	0.146547	0.082045	0.242636
PLA2G4C	0.695129	0.251695	0.493379
PLA2G5	0.057938	0.001308	0.000293
PLA2G6	0.062183	0.339315	0.013976
PLA2G7	0.685948	0.991528	0.075033
PLA2R1	0.000332	0.015068	3.4e-05
PLAA	0.200365	0.239511	0.4229
PLAC4	0.39711	0.06332	0.037779
PLAC8L1	0.230455	0.003792	0.003974
PLAC9	5.2e-05	0.000339	2e-05
PLAC9P1	0.003132	0.003754	3.7e-05
PLAG1	0.966815	0.907269	0.80933
PLAGL1	0.003008	0.010482	6.1e-05
PLAGL2	0.000743	0.007049	3.6e-05
PLAT	0.005362	0.060028	1e-04
PLAU	0.027786	0.076984	1e-04
PLAUR	0.693535	0.958887	0.390193
PLB1	0.000607	0.002822	5.1e-05
PLBD1	0.527229	0.012758	0.001145
PLBD2	0.941197	0.034665	0.299854
PLCB1	8.2e-05	4.1e-05	1.3e-05
PLCB2	0.000381	0.002108	2.8e-05
PLCB4	0.001212	0.003563	0.00027
PLCD1	0.389393	0.540721	0.827129
PLCD3	0.002062	0.026494	6e-05
PLCD4	0.001331	0.074799	0.000171
PLCE1	0.637688	0.608666	0.103323
PLCG1	0.462793	0.121752	0.019579
PLCG2	0.002377	0.013226	4.7e-05
PLCH1	0.001222	0.002155	2.6e-05
PLCH2	0.000399	9.2e-05	4.3e-05
PLCL1	0.053749	0.009001	0.001979
PLCL2	0.02707	0.685572	0.074562
PLCXD1	0.000136	0.004266	3.8e-05
PLCXD2	0.146628	0.121618	0.057852
PLCXD3	0.296513	0.193373	0.10687
PLD1	0.567657	0.530532	0.357297
PLD3	0.023545	0.071206	0.000253
PLD4	0.000692	0.022168	0.006618
PLD5	0.227325	0.638414	0.216795
PLD6	0.019616	0.020571	4.8e-05
PLEC	0.187064	0.586369	0.169125
PLEKHA1	0.0596	0.827284	0.083479
PLEKHA2	0.615741	0.688484	0.828455
PLEKHA3	0.3396	0.988116	0.710001
PLEKHA4	0.00486	0.02042	4.9e-05
PLEKHA5	0.009438	0.005929	0.001241
PLEKHA6	0.000932	0.207737	6.9e-05
PLEKHA7	0.025118	0.065056	0.007563
PLEKHA8	0.033374	0.045792	0.000801
PLEKHA8P1	0.651761	0.046367	0.156381
PLEKHB1	0.946591	0.416228	0.631308
PLEKHB2	0.659245	0.247289	0.041382
PLEKHF1	0.00114	0.047631	7.2e-05
PLEKHF2	0.013074	0.100762	0.014722
PLEKHG1	0.029615	0.050639	0.000275
PLEKHG2	0.976315	0.350191	0.196995
PLEKHG3	0.524886	0.655956	0.749604
PLEKHG4	0.180732	0.409153	0.68334
PLEKHG4B	0.713413	0.279421	0.186803
PLEKHG5	0.143662	0.66967	0.700294
PLEKHG6	0.867491	0.790207	0.182906
PLEKHH1	0.46072	0.245189	0.420156
PLEKHH2	0.009898	0.036558	7.6e-05
PLEKHH3	9e-05	0.003477	2.5e-05
PLEKHJ1	0.930437	0.045925	0.182245
PLEKHM1	0.004811	0.350921	0.000257
PLEKHM1P1	0.498738	0.69461	0.254506
PLEKHM2	0.000111	0.000162	1.4e-05
PLEKHM3	0.00062	0.019903	0.000106
PLEKHN1	0.782329	0.284133	0.574653
PLEKHO1	0.006231	0.126883	0.001808
PLEKHO2	4.4e-05	0.007503	2.3e-05
PLG	0.507745	0.520412	0.661006
PLGRKT	0.180174	0.866019	0.17819
PLIN2	0.641648	0.220088	0.528006
PLIN3	0.716484	0.364732	0.842073
PLIN4	0.46483	0.476085	0.276855
PLIN5	0.003272	0.003838	5.4e-05
PLK1	0.793017	0.076395	0.834925
PLK2	0.513177	0.728161	0.513996
PLK3	0.239627	0.030878	0.022213
PLK5	0.855789	0.894239	0.011083
PLLP	0.077148	0.086541	0.018986
PLN	0.051562	0.054665	0.002902
PLOD1	0.435151	0.549269	0.676562
PLOD2	0.170676	0.076455	0.000373
PLOD3	0.808467	0.482631	0.776302
PLP1	0.169237	0.156562	0.092897
PLP2	0.301922	0.007581	0.095094
PLPBP	0.177162	0.171047	0.000308
PLPP1	0.694115	0.70599	0.484105
PLPP2	0.135773	0.529163	0.238013
PLPP3	0.001438	0.06372	7e-05
PLPP4	0.047962	0.100006	0.000668
PLPP5	0.005574	0.11345	0.035753
PLPP6	0.113261	0.113069	0.051139
PLPP7	0.014581	0.753995	0.103372
PLPPR1	0.037562	0.147883	0.000364
PLPPR2	0.000101	0.001322	2e-05
PLPPR3	0.000102	0.000543	2.4e-05
PLPPR4	3.1e-05	0.000145	1.7e-05
PLPPR5	0.008895	0.054355	0.010937
PLRG1	0.427299	0.093914	0.165618
PLS3	0.892912	0.569236	0.695274
PLSCR1	0.855401	0.632553	0.224273
PLSCR4	9.1e-05	0.002467	2e-05
PLTP	7.3e-05	0.002048	2e-05
PLVAP	0.300334	0.117148	0.244454
PLXDC1	4e-05	5.8e-05	1.9e-05
PLXDC2	0.000705	0.041877	0.000994
PLXNA1	0.041866	0.134887	0.001265
PLXNA2	0.107416	0.009489	0.002227
PLXNA3	0.003294	0.010236	5.2e-05
PLXNA4	0.00017	0.020849	3.2e-05
PLXNB1	0.467409	0.509369	0.867765
PLXNB2	0.13893	0.385873	0.348413
PLXNB3	0.402127	0.309013	0.112896
PLXNC1	0.000257	0.000915	2.4e-05
PLXND1	0.00276	0.001405	0.001514
PM20D2	0.566639	0.828404	0.958039
PMAIP1	0.054882	0.895781	0.139504
PMEL	0.938504	0.488933	0.665426
PMEPA1	0.008122	0.149184	0.018451
PMF1	7.5e-05	0.000628	2.3e-05
PMFBP1	0.591119	0.138093	0.223409
PML	0.200795	0.473535	0.11523
PMM1	0.037076	0.093244	0.000218
PMM2	0.011845	0.135164	0.02555
PMP2	0.165618	0.55752	0.063091
PMP22	0.726281	0.751531	0.382413
PMPCA	0.976254	0.964003	0.257672
PMPCB	0.609883	0.505711	0.04248
PMS1	0.422315	0.787924	0.672191
PMS2	0.861823	0.91731	0.95955
PMS2CL	0.964909	0.733943	0.70902
PMS2P1	0.811946	0.423691	0.63439
PMS2P3	0.512449	0.036893	0.05118
PMS2P4	0.876575	0.284791	0.181467
PMS2P5	0.286852	0.809092	0.941969
PMS2P7	0.976675	0.249749	0.616448
PMS2P9	0.354461	0.50559	0.172708
PMVK	0.001616	0.000345	2.5e-05
PNCK	0.000114	0.003613	2e-05
PNISR	0.081261	0.002211	0.000188
PNKD	1.9e-05	2.7e-05	1.7e-05
PNKP	0.628355	0.312627	0.634191
PNLDC1	0.000278	8.9e-05	3.3e-05
PNMA1	0.862755	0.187529	0.416675
PNMA2	0.4647	0.466398	0.130046
PNMA3	0.119191	0.969024	0.062068
PNMA5	0.244938	0.666852	0.775752
PNMA6A	0.478278	0.720705	0.499447
PNMA6E	0.999638	0.11351	0.852994
PNMA8A	5.5e-05	6.4e-05	1.9e-05
PNMA8B	0.567408	0.736297	0.102918
PNMT	1.6e-05	8.7e-05	9e-06
PNN	0.009811	0.130393	0.163394
PNO1	0.75297	0.822974	0.109925
PNOC	0.021772	0.024857	0.00042
PNP	0.000208	0.005866	1.6e-05
PNPLA1	0.296671	0.296278	0.521163
PNPLA2	0.295975	0.975537	0.530121
PNPLA3	0.003055	0.030044	3.8e-05
PNPLA4	0.013022	0.004043	2.9e-05
PNPLA6	0.159872	0.069332	0.006229
PNPLA7	0.007542	0.000241	0.003791
PNPLA8	0.105485	0.040754	0.055417
PNPO	0.017519	0.150257	0.072895
PNPT1	0.07098	0.015056	0.001777
PNRC1	0.617349	0.049221	0.171056
PNRC2	0.137101	0.127886	0.00585
POC1A	0.018851	0.020012	0.000138
POC1B	0.221856	0.439257	0.463776
POC1B.AS1	0.947659	0.064832	0.298946
POC5	0.486259	0.426317	0.676043
PODXL	0.889498	0.213737	0.367304
PODXL2	0.236542	0.811766	0.382342
POFUT2	0.498597	0.143659	0.02404
POGK	0.222462	0.710154	0.101595
POGLUT1	0.000191	0.073742	3.7e-05
POGZ	0.176467	0.091296	0.018311
POLA1	0.672712	0.874332	0.302495
POLA2	0.857594	0.397801	0.68968
POLB	0.17382	0.494205	0.062984
POLD1	0.774654	0.053555	0.140274
POLD2	0.856037	0.760441	0.668284
POLD3	0.514454	0.473957	0.236322
POLD4	0.065355	0.63369	0.215874
POLDIP2	0.000464	0.49956	0.016163
POLDIP3	0.074323	0.232773	0.012734
POLE2	0.977959	0.090401	0.231542
POLE3	0.029066	0.455457	0.037957
POLE4	0.000603	0.00646	2.3e-05
POLG	0.334928	0.261539	0.197965
POLG2	0.962952	0.670143	0.126142
POLH	0.967182	0.059859	0.073051
POLI	0.024284	0.046292	0.001837
POLK	0.355537	0.292952	0.07786
POLL	0.527063	0.090496	0.109651
POLM	0.284779	0.390464	0.209102
POLN	0.73546	0.606527	0.517878
POLR1A	0.224887	0.824716	0.297254
POLR1B	0.51272	0.797851	0.156084
POLR1C	0.13112	0.185527	0.01931
POLR1D	0.029286	0.03618	0.000271
POLR1E	0.144822	0.013928	0.023576
POLR2A	0.459039	0.847914	0.71381
POLR2B	0.912369	0.686866	0.647589
POLR2C	0.60623	0.01779	0.098612
POLR2D	0.012343	0.052946	0.010378
POLR2E	0.670424	0.777981	0.166798
POLR2F	0.673987	0.015321	0.012703
POLR2G	0.002323	0.001953	2.8e-05
POLR2H	0.841407	0.570409	0.192649
POLR2I	0.041562	0.120641	7.1e-05
POLR2J	0.00325	0.00079	5.3e-05
POLR2J4	0.132218	0.193069	0.014516
POLR2K	0.379019	0.926766	0.032928
POLR2L	0.000341	0.000212	3.1e-05
POLR3A	0.123832	0.460787	0.021745
POLR3B	0.003986	0.001335	0.008236
POLR3C	0.647735	0.888005	0.016698
POLR3D	0.000145	0.00045	5.3e-05
POLR3E	0.871287	0.737807	0.556276
POLR3F	0.169043	0.055054	0.039257
POLR3G	0.53044	0.53604	0.559279
POLR3GL	0.000693	0.001903	3.2e-05
POLR3H	0.198443	0.182394	0.28836
POLR3K	0.011785	0.061409	0.001989
POLRMT	0.047735	0.571979	0.210653
POM121	0.211336	0.54149	0.147004
POM121L12	0.07763	0.68482	0.243865
POM121L1P	0.777942	0.493972	0.628502
POM121L4P	0.349612	0.852626	0.626023
POMC	0.013432	0.860976	0.017546
POMGNT1	0.19919	0.010226	0.005281
POMGNT2	0.016327	0.005673	0.000135
POMK	0.784908	0.297382	0.725185
POMP	0.483261	0.06394	0.32505
POMT1	0.811998	0.080764	0.6254
POMT2	0.071231	0.126784	0.002148
POMZP3	0.536696	0.615742	0.558428
PON2	0.000114	0.067905	3.6e-05
PON3	2.6e-05	0.000142	8e-06
POP1	0.625491	0.928256	0.500807
POP4	0.326898	0.024946	0.003292
POP5	0.817109	0.832663	0.609493
POP7	0.295207	0.783977	0.968242
POPDC2	0.819201	0.161294	0.386843
POPDC3	4.8e-05	0.000211	0.000201
POR	0.111843	0.174528	0.457588
PORCN	0.61088	0.338532	0.239607
POT1	0.304436	0.097336	0.059537
POTEF	0.002086	0.212985	0.000668
POU2AF1	0.373664	0.804611	0.660028
POU2F1	0.215448	0.942865	0.817043
POU2F2	0.028816	0.087647	8e-05
POU3F1	0.187461	0.100101	0.278274
POU3F2	0.006897	0.014953	4.3e-05
POU3F3	0.014509	0.04403	0.007798
POU3F4	0.010926	0.004944	0.001017
POU5F1P3	0.588363	0.592449	0.913101
POU6F1	0.000116	0.000833	1.9e-05
POU6F2	0.034559	0.119387	0.00062
PP12613	0.029393	0.452813	0.192866
PP7080	0.035257	0.163195	0.027728
PPA1	0.002328	0.005202	0.00228
PPA2	0.001168	0.000261	1e-04
PPARA	0.530377	0.834809	0.086841
PPARD	0.007648	0.100868	0.000742
PPARG	0.121725	0.823704	0.783452
PPARGC1A	2.2e-05	7e-05	1.7e-05
PPARGC1B	4e-05	0.002929	3.2e-05
PPAT	0.443165	0.848219	0.647186
PPBP	0.550204	0.925584	0.525242
PPCDC	0.752564	0.117472	0.028759
PPCS	0.005968	0.052609	0.000314
PPDPF	0.010912	0.000448	4.1e-05
PPEF1	0.000826	0.002595	2.7e-05
PPFIA1	0.047049	0.078531	0.000528
PPFIA2	0.000651	0.188565	0.005636
PPFIA3	0.158087	0.407136	0.387443
PPFIA4	7e-04	0.000744	2.8e-05
PPFIBP1	0.027475	0.004128	0.003006
PPFIBP2	0.31364	0.144583	0.242427
PPHLN1	0.378555	0.102251	0.041026
PPIA	0.003254	0.020413	0.002799
PPIAL4A	0.742937	0.704309	0.541453
PPIAL4G	0.592807	0.720674	0.111362
PPIAP30	0.435001	0.527452	0.585117
PPIB	0.003917	0.314498	0.000178
PPIC	0.063331	0.591968	0.466993
PPID	0.173754	0.046679	0.030596
PPIE	0.10476	0.031101	0.008642
PPIEL	0.000265	0.004537	2.2e-05
PPIF	0.775391	0.354842	0.12131
PPIG	0.145981	0.315502	0.04725
PPIH	0.830331	0.876609	0.453666
PPIL1	0.443405	0.705982	0.358926
PPIL2	0.000128	0.016309	5.7e-05
PPIL3	0.007801	0.156436	0.001856
PPIL4	0.095461	0.204999	0.038273
PPIL6	0.011265	0.129742	0.000469
PPIP5K1	0.150762	0.023906	0.000486
PPIP5K2	0.03519	0.117685	0.001381
PPL	0.042657	0.181641	0.000123
PPM1A	0.002988	0.104169	0.001947
PPM1B	0.011273	0.006751	3.1e-05
PPM1D	0.029532	0.577692	0.020443
PPM1E	0.294769	0.892436	0.255277
PPM1F	0.013724	0.053336	8.2e-05
PPM1G	0.258529	0.340761	0.723047
PPM1H	6.3e-05	0.000944	1.8e-05
PPM1J	0.31788	0.403502	0.165026
PPM1K	0.663469	0.567307	0.796087
PPM1L	0.004234	0.002271	0.00011
PPM1M	2.9e-05	6.9e-05	1.7e-05
PPM1N	5.6e-05	0.00035	1.9e-05
PPME1	0.142297	0.042401	0.053112
PPOX	0.058653	0.007677	0.006453
PPP1CA	0.466082	0.957736	0.097561
PPP1CB	0.036298	0.21021	0.009
PPP1CC	0.016287	0.058516	0.002883
PPP1R10	0.197855	0.736146	0.029279
PPP1R11	0.349052	0.603026	0.777801
PPP1R12A	0.552495	0.083099	0.561558
PPP1R12B	0.073536	0.324426	0.085402
PPP1R12C	0.73961	0.482314	0.845769
PPP1R13B	0.993428	0.461716	0.577362
PPP1R13L	0.170928	0.0273	0.005993
PPP1R14A	0.190868	0.568215	0.43674
PPP1R14B	0.803605	0.893063	0.842667
PPP1R14C	0.968394	0.870518	0.413835
PPP1R15A	0.762556	0.209525	0.507064
PPP1R15B	0.523141	0.342013	0.001799
PPP1R16A	0.88729	0.182135	0.377811
PPP1R16B	7.9e-05	0.000823	2.7e-05
PPP1R17	0.021036	0.084433	5.3e-05
PPP1R18	0.297587	0.077361	0.003695
PPP1R1A	0.000856	0.000715	3.8e-05
PPP1R1B	0.019198	0.049669	0.005315
PPP1R1C	0.003248	0.001149	3.9e-05
PPP1R2	0.091176	0.530223	0.010766
PPP1R21	0.004882	0.362069	0.016715
PPP1R26	0.012036	0.243858	0.014701
PPP1R32	0.016992	0.049079	0.000102
PPP1R35	0.849655	0.515719	0.756141
PPP1R37	0.660809	0.842031	0.922257
PPP1R3B	0.008735	0.333231	0.050348
PPP1R3C	0.186251	0.087533	0.15766
PPP1R3D	0.001998	0.013831	0.000607
PPP1R3E	0.044233	0.928544	0.059275
PPP1R3F	5.5e-05	0.060474	0.00017
PPP1R3G	0.054494	0.024447	0.001195
PPP1R42	0.006295	0.148276	0.004266
PPP1R7	0.591307	0.167604	0.705566
PPP1R8	0.09717	0.013272	0.082393
PPP1R9A	0.194809	0.587076	0.23416
PPP1R9B	0.012579	0.00308	0.000187
PPP2CA	0.01318	0.002086	0.002302
PPP2CB	0.049962	0.089653	0.00366
PPP2R1A	0.290676	0.162455	0.160148
PPP2R1B	0.501193	0.305928	0.072732
PPP2R2A	0.462223	0.949469	0.21503
PPP2R2B	0.025105	0.011229	0.000225
PPP2R2C	0.387135	0.009225	0.014948
PPP2R2D	0.008607	0.290918	0.001223
PPP2R3A	0.897401	0.544664	0.574049
PPP2R3B	4.2e-05	0.00045	2.9e-05
PPP2R3C	0.119029	0.134861	0.00059
PPP2R5A	0.095803	0.438461	0.090483
PPP2R5B	0.089391	0.005671	0.027887
PPP2R5C	0.123234	0.729551	0.047442
PPP2R5D	0.005989	0.01485	0.000203
PPP2R5E	0.79674	0.993911	0.577649
PPP3CA	0.000385	0.007672	1.9e-05
PPP3CB	0.674726	0.589633	0.330812
PPP3CC	0.027307	0.097057	0.000249
PPP3R1	0.914707	0.617003	0.721266
PPP3R2	0.873653	0.338893	0.802877
PPP4C	0.033254	0.246193	0.012211
PPP4R1	0.448671	0.600471	0.289811
PPP4R2	0.323211	0.763679	0.58002
PPP4R3A	0.826055	0.356933	0.244387
PPP4R3B	0.023358	0.662796	0.536167
PPP4R4	7.8e-05	0.001468	1.7e-05
PPP5C	0.173398	0.376115	0.079138
PPP5D1	0.002286	0.011152	3.4e-05
PPP6C	0.244268	0.672151	0.57442
PPP6R1	0.961366	0.278008	0.239797
PPP6R2	0.473069	0.917811	0.519272
PPP6R3	0.089586	0.061141	0.001516
PPRC1	0.00849	0.677783	0.028557
PPT1	0.005785	0.10505	0.009126
PPT2	0.389681	0.671909	0.321785
PPTC7	2e-05	3.1e-05	2e-05
PPWD1	0.526471	0.387792	0.05246
PQBP1	0.22008	0.370189	0.003266
PQLC1	0.781671	0.563723	0.212541
PQLC3	0.049238	0.191322	0.002628
PRAC1	0.341267	0.698264	0.290823
PRADC1	0.606986	0.367239	0.212494
PRAF2	0.004402	0.001383	3.5e-05
PRAG1	0.000251	0.002423	2.5e-05
PRAM1	0.174738	0.346539	0.103047
PRAMEF20	0.079389	0.969575	0.14911
PRB1	0.767878	0.516714	0.325238
PRB3	0.588381	0.34237	0.588696
PRB4	0.450359	0.227311	0.015606
PRC1	0.000259	0.004338	3.1e-05
PRCC	0.642327	0.709273	0.521472
PRCP	0.046882	0.827464	0.312611
PRDM1	0.09211	0.189395	0.086307
PRDM10	0.451104	0.054901	0.136357
PRDM11	0.049314	0.155069	0.000387
PRDM12	0.153215	0.105404	0.002986
PRDM16	0.002852	0.21839	0.000309
PRDM2	3e-05	3.7e-05	1.6e-05
PRDM4	0.208928	0.944202	0.383767
PRDM5	0.301234	0.445591	0.256138
PRDM6	0.842348	0.184777	0.339006
PRDM8	0.504201	0.244327	0.618719
PRDX1	0.002866	0.051823	6.5e-05
PRDX2	0.46389	0.372449	0.282661
PRDX3	0.885358	0.059312	0.33725
PRDX4	0.003507	0.006073	3e-05
PRDX5	0.850137	0.353308	0.058655
PRDX6	0.025262	0.117584	0.000966
PREB	0.096702	0.088771	0.020881
PRELID1	0.429395	0.613048	0.442153
PRELID2	0.187243	0.507624	0.813065
PRELID3A	0.730625	0.35693	0.157131
PRELID3B	0.093007	0.712293	0.346957
PRELP	0.031964	0.02724	0.00077
PREP	4.7e-05	0.00411	2.6e-05
PREPL	0.0034	0.027711	0.000183
PREX1	0.632405	0.400561	0.26131
PREX2	0.524754	0.83303	0.221186
PRF1	0.194613	0.557485	0.39634
PRH2	0.003533	0.086112	0.002857
PRICKLE1	0.000211	0.021866	3.8e-05
PRICKLE2	0.14345	0.296017	0.01512
PRICKLE3	0.411153	0.221809	0.13998
PRICKLE4	0.169725	0.281134	0.08226
PRIM1	0.000227	0.002289	2.3e-05
PRIM2	0.027174	0.001556	0.000102
PRIMA1	0.772246	0.425028	0.894107
PRIMPOL	0.74084	0.795009	0.083732
PRKAA1	0.030496	0.260378	0.012852
PRKAA2	0.075766	0.195759	0.003379
PRKAB1	0.001953	0.002037	4.6e-05
PRKAB2	0.472546	0.24006	0.048845
PRKACA	0.483353	0.768507	0.195224
PRKACB	0.392138	0.350136	0.013623
PRKAG1	0.404899	0.630808	0.486267
PRKAG2	0.545858	0.675329	0.930394
PRKAG2.AS1	0.705895	0.102094	0.435169
PRKAR1A	0.090333	0.081528	0.022512
PRKAR1B	0.982589	0.554571	0.564967
PRKAR2A	0.322227	0.490018	0.210878
PRKAR2B	0.385808	0.185108	0.117667
PRKCA	0.003903	0.292957	0.000572
PRKCB	2.7e-05	4.8e-05	1.6e-05
PRKCD	0.00022	0.002286	3e-05
PRKCE	0.011381	0.003816	0.001642
PRKCG	0.011346	0.041261	0.000113
PRKCH	0.051198	0.706563	0.052564
PRKCI	0.680797	0.147102	0.545016
PRKCQ	0.059577	0.062867	0.239536
PRKCQ.AS1	0.07885	0.07506	0.222077
PRKCSH	0.622491	0.624041	0.470781
PRKCZ	0.893496	0.15296	0.081146
PRKD1	0.520735	0.445848	0.434811
PRKD2	0.44644	0.373679	0.364976
PRKD3	0.319478	0.04319	0.002325
PRKDC	0.222499	0.982184	0.182496
PRKG1	2.3e-05	0.014768	1.4e-05
PRKG2	0.850739	0.536572	0.783491
PRKN	0.103155	0.172851	0.017834
PRKRA	0.741459	0.533978	0.819541
PRKRIP1	0.316414	0.383559	0.54533
PRKX	0.734624	0.884393	0.185783
PRKY	0.21532	0.035694	0.05057
PRLH	0.392337	0.149448	0.356154
PRLHR	0.628713	0.682063	0.93211
PRM2	0.563056	0.263927	0.518049
PRM3	0.423321	0.71354	0.861802
PRMT1	0.509886	0.815582	0.254507
PRMT2	0.008981	0.073358	3e-05
PRMT3	0.01826	0.15365	0.004264
PRMT5	0.559884	0.952231	0.725102
PRMT6	0.005016	0.015087	4.2e-05
PRMT7	0.00279	0.185139	0.003607
PRMT8	0.627307	0.451676	0.35612
PRMT9	0.626033	0.172292	0.013404
PRNP	0.013115	0.058236	0.000371
PRO1804	5.6e-05	0.004272	2.5e-05
PROCA1	0.267939	0.102089	0.00025
PROCR	0.855248	0.159181	0.37762
PRODH	0.025777	0.554749	0.018972
PROKR1	0.478542	0.577874	0.824507
PROP1	0.55564	0.61564	0.339878
PRORSD1P	0.003817	0.030965	0.002129
PRORY	0.724541	0.539023	0.412923
PROS1	0.877995	0.4635	0.302731
PROSER1	0.299052	0.848591	0.093008
PROSER2	0.83086	0.480644	0.530587
PROSER3	0.26344	0.748124	0.744267
PROX1	0.37226	0.642786	0.067989
PRPF18	0.753483	0.952073	0.352138
PRPF19	0.225621	0.058637	0.08023
PRPF3	0.067928	0.92614	0.229879
PRPF31	0.286444	0.105294	0.009351
PRPF38A	0.25865	0.517477	0.109852
PRPF38B	0.146406	0.127251	0.12024
PRPF39	0.529238	0.917678	0.990313
PRPF4	0.661413	0.83827	0.978854
PRPF40A	0.050571	0.00334	0.00882
PRPF40B	0.94063	0.432696	0.718155
PRPF4B	0.027361	0.153014	0.000428
PRPF6	0.867848	0.471103	0.358525
PRPF8	0.123438	0.685538	0.299639
PRPH	0.132998	0.054264	0.002765
PRPH2	0.024715	0.01756	0.001468
PRPS1	0.821939	0.649479	0.627188
PRPS1L1	0.581238	0.999983	0.327928
PRPS2	0.145427	0.001564	0.000724
PRPSAP1	0.020693	0.152258	0.015467
PRPSAP2	0.003306	0.402023	0.009628
PRR11	0.501845	0.752278	0.764631
PRR12	0.044381	0.000562	0.005486
PRR13	0.701529	0.413446	0.431616
PRR14	0.193089	0.902712	0.090544
PRR14L	0.086913	0.19954	0.078187
PRR15	0.575074	0.72424	0.858591
PRR15L	0.741651	0.707828	0.561966
PRR16	0.005401	0.029046	7.5e-05
PRR18	0.472998	0.611315	0.441139
PRR22	0.170867	0.421159	0.002686
PRR25	0.48521	0.285498	0.425806
PRR29	0.077604	0.084643	0.000154
PRR3	0.000666	0.024512	0.001013
PRR35	0.714532	0.676874	0.850725
PRR36	0.168625	0.161359	0.042649
PRR5	0.01459	0.05159	4.4e-05
PRR5L	0.163854	0.265366	0.306538
PRR7	0.957824	0.615732	0.715747
PRRC1	0.782437	0.615534	0.736305
PRRC2A	0.801678	0.926971	0.588222
PRRC2B	0.005928	0.000664	0.002509
PRRC2C	0.514769	0.983375	0.348128
PRRG1	0.918576	0.764194	0.588854
PRRG2	0.139068	0.018489	0.023917
PRRG3	0.044594	0.155902	0.00574
PRRT1	0.222756	0.121096	0.117472
PRRT2	0.147275	0.262809	0.012208
PRRT3	0.000556	0.085822	0.000268
PRRT4	0.012949	0.301662	0.003387
PRRX1	0.003044	0.011608	3.9e-05
PRRX2	0.952428	0.657888	0.846767
PRSS1	0.487575	0.556196	0.195234
PRSS16	7.9e-05	0.035712	6.6e-05
PRSS2	0.676425	0.3453	0.426968
PRSS21	0.143452	0.007615	0.007573
PRSS23	0.000491	0.003526	3.1e-05
PRSS27	0.233904	0.084718	0.138595
PRSS3	0.598894	0.562453	0.821626
PRSS35	8.3e-05	0.000944	2.1e-05
PRSS36	0.163011	0.607435	0.091351
PRSS3P2	0.936614	0.427101	0.237803
PRSS50	0.823452	0.661835	0.853817
PRSS55	0.136735	0.928374	0.355198
PRSS56	0.000375	0.001612	3e-05
PRSS58	0.631863	0.744432	0.895323
PRSS8	0.901505	0.920005	0.664004
PRTFDC1	0.620762	0.957126	0.747474
PRTG	0.10948	0.023029	0.003519
PRUNE2	0.014925	0.018342	0.142354
PRX	0.765229	0.465225	0.632832
PSAP	0.806486	0.555335	0.346373
PSAT1	0.00157	0.010898	0.000107
PSD	0.644261	0.186027	0.546753
PSD2	0.687352	0.726062	0.949172
PSD3	0.000652	0.059343	6.3e-05
PSEN1	0.888014	0.380228	0.422927
PSEN2	0.113895	0.020278	0.000186
PSENEN	0.000198	9.3e-05	2.2e-05
PSIP1	0.000555	0.005655	0.000733
PSKH1	0.524635	0.089557	0.054721
PSMA1	0.425258	0.45852	0.01412
PSMA2	0.010801	0.109853	0.000775
PSMA3	0.751667	0.058664	0.56363
PSMA3.AS1	0.033037	0.035986	0.060425
PSMA4	0.164877	0.036578	0.013216
PSMA5	0.18682	0.268977	0.015496
PSMA6	0.01091	0.038439	0.000173
PSMA7	0.535891	0.833997	0.05293
PSMB1	8.5e-05	9.1e-05	1.9e-05
PSMB10	0.295146	0.039868	0.000286
PSMB2	0.04585	0.006803	4.8e-05
PSMB3	0.154637	0.269015	0.000876
PSMB4	0.017665	0.000794	3.2e-05
PSMB5	0.037954	0.168966	0.002465
PSMB6	0.140911	0.11549	0.000269
PSMB7	0.059326	0.011092	4e-05
PSMB8	0.154975	0.116782	0.053924
PSMB9	0.731887	0.943105	0.346542
